,index,date,day_of_week,is_rest_before,cnt,MA7,MA30,cycle_index
487,488,433,7,0,2590.0,1214.2857142857142,1386.2333333333333,4
488,489,434,1,0,1621.0,1263.142857142857,1408.7333333333333,4
489,490,435,2,0,2257.0,1461.857142857143,1403.2,4
490,491,436,3,0,2025.0,1512.7142857142858,1422.8333333333333,4
491,492,437,4,0,2284.0,1491.4285714285713,1445.4,4
492,493,438,5,0,1628.0,1551.5714285714287,1520.7,4
493,494,439,6,0,191.0,1782.4285714285713,1574.2333333333333,4
495,496,440,1,1,1599.0,1799.4285714285713,1578.6333333333334,4
496,497,441,2,0,1857.0,1657.857142857143,1529.4,4
497,498,442,3,0,1755.0,1691.5714285714287,1509.0,4
498,499,443,4,0,1230.0,1619.857142857143,1514.0666666666666,4
499,500,444,5,0,1686.0,1506.2857142857142,1506.4,4
500,501,445,6,0,263.0,1420.857142857143,1556.5333333333333,4
501,502,446,7,0,18.0,1225.857142857143,1501.9333333333334,4
502,503,447,1,0,1812.0,1201.142857142857,1440.2,4
503,504,448,2,0,1841.0,1231.5714285714287,1444.5333333333333,4
504,505,449,3,0,1090.0,1229.2857142857142,1433.3666666666666,4
505,506,450,4,0,1253.0,1134.2857142857142,1406.8666666666666,4
506,507,451,5,0,1545.0,1137.5714285714287,1436.7333333333333,4
507,508,452,6,0,123.0,1117.4285714285713,1487.5,4
509,510,453,1,1,1862.0,1097.4285714285713,1422.6,4
510,511,454,2,0,1769.0,1360.857142857143,1397.7666666666667,4
511,512,455,3,0,1302.0,1354.7142857142858,1396.6333333333334,4
512,513,456,4,0,1201.0,1277.7142857142858,1403.3666666666666,4
513,514,457,5,0,2338.0,1293.5714285714287,1368.4666666666667,4
514,515,458,6,0,153.0,1448.5714285714287,1438.7333333333333,4
515,516,459,7,0,47.0,1249.7142857142858,1380.4666666666667,4
517,518,460,2,1,2908.0,1238.857142857143,1309.5666666666666,4
518,519,461,3,0,1661.0,1388.2857142857142,1344.4,5
519,520,462,4,0,1081.0,1372.857142857143,1399.3666666666666,5
520,521,463,5,0,1774.0,1341.2857142857142,1433.0,5
521,522,464,6,0,124.0,1423.142857142857,1405.8,5
522,523,465,7,0,13.0,1106.857142857143,1355.9,5
523,524,466,1,0,1919.0,1086.857142857143,1281.1,5
524,525,467,2,0,1288.0,1354.2857142857142,1277.5666666666666,5
525,526,468,3,0,1073.0,1122.857142857143,1244.3666666666666,5
526,527,469,4,0,1025.0,1038.857142857143,1225.8666666666666,5
527,528,470,5,0,1383.0,1030.857142857143,1253.6666666666667,5
528,529,471,6,0,212.0,975.0,1246.4666666666667,5
530,531,472,1,1,1489.0,987.5714285714286,1191.6333333333334,5
531,532,473,2,0,1713.0,1198.4285714285713,1182.7666666666667,5
532,533,474,3,0,1952.0,1169.0,1198.8666666666666,5
533,534,475,4,0,1227.0,1263.857142857143,1207.7333333333333,5
534,535,476,5,0,1370.0,1285.857142857143,1239.8666666666666,5
535,536,477,6,0,133.0,1335.142857142857,1284.9333333333334,5
537,538,478,1,1,1616.0,1156.5714285714287,1228.9666666666667,5
538,539,479,2,0,2016.0,1357.142857142857,1221.4666666666667,5
539,540,480,3,0,2483.0,1432.4285714285713,1252.3333333333333,5
540,541,481,4,0,1467.0,1542.4285714285713,1293.3333333333333,5
541,542,482,5,0,2049.0,1473.142857142857,1290.7333333333333,5
542,543,483,6,0,291.0,1590.5714285714287,1354.9333333333334,5
544,545,484,1,1,1184.0,1436.4285714285713,1302.5666666666666,5
545,546,485,2,0,2822.0,1586.5714285714287,1283.0666666666666,5
546,547,486,3,0,2027.0,1758.857142857143,1333.7333333333333,5
547,548,487,4,0,1542.0,1760.4285714285713,1361.2666666666667,5
548,549,488,5,0,1754.0,1626.0,1334.7333333333333,6
549,550,489,6,0,107.0,1667.0,1388.1,6
551,552,490,1,1,1983.0,1389.5714285714287,1390.1,6
552,553,491,2,0,2209.0,1631.2857142857142,1359.2666666666667,6
553,554,492,3,0,1731.0,1777.7142857142858,1377.5333333333333,6
554,555,493,4,0,1266.0,1621.857142857143,1399.2,6
555,556,494,5,0,1494.0,1513.142857142857,1382.2666666666667,6
556,557,495,6,0,152.0,1506.2857142857142,1427.9333333333334,6
558,559,496,1,1,2065.0,1277.4285714285713,1432.5666666666666,6
559,560,497,2,0,2072.0,1557.142857142857,1437.4333333333334,6
560,561,498,3,0,1792.0,1569.857142857143,1463.5666666666666,6
561,562,499,4,0,1512.0,1510.2857142857142,1487.5333333333333,6
562,563,500,5,0,1853.0,1479.0,1503.7666666666667,6
563,564,501,6,0,248.0,1562.857142857143,1519.4333333333334,6
565,566,502,1,1,1740.0,1384.857142857143,1520.6333333333334,6
566,567,503,2,0,1739.0,1611.7142857142858,1529.0,6
567,568,504,3,0,1495.0,1565.142857142857,1529.8666666666666,6
568,569,505,4,0,1656.0,1482.7142857142858,1514.6333333333334,6
569,570,506,5,0,1244.0,1463.2857142857142,1528.9333333333334,6
570,571,507,6,0,41.0,1425.0,1524.7333333333333,6
572,573,508,1,1,1755.0,1166.142857142857,1521.6666666666667,6
573,574,509,2,0,1749.0,1381.4285714285713,1526.3,6
574,575,510,3,0,1313.0,1382.7142857142858,1517.4,6
575,576,511,4,0,1175.0,1321.857142857143,1478.4,6
576,577,512,5,0,1391.0,1276.142857142857,1468.6666666666667,6
577,578,513,6,0,248.0,1238.2857142857142,1446.7333333333333,6
579,580,514,1,1,2022.0,1096.0,1445.3,7
580,581,515,2,0,2787.0,1379.0,1473.2333333333333,7
581,582,516,3,0,1658.0,1526.4285714285713,1472.0666666666666,7
582,583,517,4,0,1023.0,1513.4285714285713,1459.7666666666667,7
583,584,518,5,0,1545.0,1472.0,1442.4666666666667,7
584,585,519,6,0,207.0,1524.857142857143,1435.5,7
586,587,520,1,1,2076.0,1355.7142857142858,1438.8333333333333,7
587,588,521,2,0,1416.0,1616.857142857143,1441.9333333333334,7
588,589,522,3,0,1421.0,1530.2857142857142,1415.5,7
589,590,523,4,0,1130.0,1335.142857142857,1405.1666666666667,7
590,591,524,5,0,1377.0,1259.7142857142858,1400.6333333333334,7
591,592,525,6,0,248.0,1310.2857142857142,1396.7333333333333,7
593,594,526,1,1,1867.0,1125.0,1399.9333333333334,7
594,595,527,2,0,1941.0,1362.142857142857,1393.3333333333333,7
595,596,528,3,0,1707.0,1342.857142857143,1388.9666666666667,7
596,597,529,4,0,1510.0,1384.4285714285713,1386.1333333333334,7
597,598,530,5,0,1065.0,1397.142857142857,1386.0666666666666,7
598,599,531,6,0,305.0,1387.857142857143,1359.8,7
599,600,532,7,0,13.0,1234.7142857142858,1361.7,7
600,601,533,1,0,1824.0,1201.142857142857,1304.1333333333334,7
601,602,534,2,0,2049.0,1195.0,1306.9666666666667,7
602,603,535,3,0,1371.0,1210.4285714285713,1325.4333333333334,7
603,604,536,4,0,1299.0,1162.4285714285713,1315.9333333333334,7
604,605,537,5,0,1752.0,1132.2857142857142,1317.7666666666667,7
605,606,538,6,0,212.0,1230.4285714285713,1374.8,7
607,608,539,1,1,2764.0,1217.142857142857,1323.3666666666666,7
608,609,540,2,0,2466.0,1610.142857142857,1357.2,7
609,610,541,3,0,2079.0,1701.857142857143,1395.6333333333334,8
610,611,542,4,0,1471.0,1706.142857142857,1425.7666666666667,8
611,612,543,5,0,2344.0,1720.4285714285713,1428.4333333333334,8
612,613,544,6,0,218.0,1869.7142857142858,1498.3,8
615,616,545,2,1,4044.0,1650.5714285714287,1438.1666666666667,8
616,617,546,3,0,2265.0,2198.0,1480.0666666666666,8
617,618,547,4,0,1602.0,2126.714285714286,1500.3,8
618,619,548,5,0,2033.0,2003.2857142857142,1519.6,8
619,620,549,6,0,317.0,1996.7142857142858,1535.8666666666666,8
621,622,550,1,1,2209.0,1831.857142857143,1539.5333333333333,8
622,623,551,2,0,2231.0,1812.5714285714287,1543.9666666666667,8
623,624,552,3,0,1190.0,2100.1428571428573,1571.1333333333334,8
624,625,553,4,0,1413.0,1692.4285714285713,1563.4333333333334,8
625,626,554,5,0,2097.0,1570.7142857142858,1572.8666666666666,8
626,627,555,6,0,205.0,1641.4285714285713,1596.8666666666666,8
628,629,556,1,1,2156.0,1380.2857142857142,1595.4333333333334,8
629,630,557,2,0,2219.0,1643.0,1605.0666666666666,8
630,631,558,3,0,1801.0,1644.4285714285713,1614.3333333333333,8
631,632,559,4,0,1657.0,1583.0,1617.4666666666667,8
632,633,560,5,0,2965.0,1649.7142857142858,1622.3666666666666,8
633,634,561,6,0,382.0,1871.4285714285713,1685.7,8
634,635,562,7,0,1268.0,1626.4285714285713,1688.2666666666667,8
635,636,563,1,0,2915.0,1778.2857142857142,1730.1,8
636,637,564,2,0,3137.0,1886.7142857142858,1766.4666666666667,8
637,638,565,3,0,132.0,2017.857142857143,1802.7333333333333,8
642,643,566,1,1,52.0,1779.4285714285713,1761.4333333333334,9
643,644,567,2,0,15.0,1550.142857142857,1719.8666666666666,9
644,645,568,3,0,4783.0,1128.7142857142858,1661.9666666666667,9
645,646,569,4,0,2396.0,1757.4285714285713,1814.3333333333333,9
646,647,570,5,0,2454.0,1918.5714285714287,1802.0666666666666,9
647,648,571,6,0,1964.0,1852.7142857142858,1801.6666666666667,9
648,649,572,7,0,35.0,1685.142857142857,1797.8333333333333,9
649,650,573,1,0,3096.0,1671.2857142857142,1749.9666666666667,9
650,651,574,2,0,2441.0,2106.1428571428573,1775.0333333333333,9
651,652,575,3,0,2282.0,2452.714285714286,1849.1333333333334,9
652,653,576,4,0,1467.0,2095.4285714285716,1790.4,9
653,654,577,5,0,1432.0,1962.7142857142858,1763.8,9
654,655,578,6,0,193.0,1816.7142857142858,1758.1333333333334,9
656,657,579,1,1,1792.0,1563.7142857142858,1696.8,9
657,658,580,2,0,2085.0,1814.7142857142858,1745.9666666666667,9
658,659,581,3,0,1967.0,1670.2857142857142,1741.8333333333333,9
659,660,582,4,0,1312.0,1602.5714285714287,1733.0333333333333,9
660,661,583,5,0,1381.0,1464.0,1737.1,9
661,662,584,6,0,218.0,1451.7142857142858,1736.0333333333333,9
663,664,585,1,1,1993.0,1278.2857142857142,1673.4,9
664,665,586,2,0,2389.0,1535.4285714285713,1733.0,9
665,666,587,3,0,2061.0,1620.7142857142858,1740.7666666666667,9
666,667,588,4,0,2394.0,1617.2857142857142,1735.5,9
667,668,589,5,0,1579.0,1678.2857142857142,1755.2666666666667,9
668,669,590,6,0,15.0,1716.4285714285713,1752.6666666666667,9
670,671,591,1,1,2136.0,1521.2857142857142,1654.3333333333333,10
671,672,592,2,0,1946.0,1795.2857142857142,1712.8,10
672,673,593,3,0,1762.0,1788.5714285714287,1735.4,10
673,674,594,4,0,1342.0,1699.0,1696.9666666666667,10
674,675,595,5,0,1718.0,1596.2857142857142,1637.1333333333334,10
675,676,596,6,0,256.0,1499.7142857142858,1690.0,10
677,678,597,1,1,2041.0,1310.7142857142858,1696.8,10
678,679,598,2,0,1692.0,1600.142857142857,1764.3333333333333,10
679,680,599,3,0,1867.0,1536.7142857142858,1661.3,10
680,681,600,4,0,1085.0,1525.4285714285713,1643.6666666666667,10
681,682,601,5,0,1932.0,1428.7142857142858,1598.0333333333333,10
682,683,602,6,0,245.0,1513.0,1596.9666666666667,10
683,684,603,7,0,22.0,1302.5714285714287,1603.9666666666667,10
684,685,604,1,0,2175.0,1269.142857142857,1501.5,10
685,686,605,2,0,2356.0,1288.2857142857142,1492.6333333333334,10
686,687,606,3,0,1869.0,1383.142857142857,1495.1,10
687,688,607,4,0,1468.0,1383.4285714285713,1508.5,10
688,689,608,5,0,1756.0,1438.142857142857,1509.7,10
689,690,609,6,0,246.0,1413.0,1561.8,10
691,692,610,1,1,1863.0,1413.142857142857,1510.2666666666667,10
692,693,611,2,0,2242.0,1676.142857142857,1502.8666666666666,10
693,694,612,3,0,1585.0,1685.7142857142858,1512.0333333333333,10
694,695,613,4,0,1243.0,1575.5714285714287,1521.1333333333334,10
695,696,614,5,0,1409.0,1486.142857142857,1516.5333333333333,10
696,697,615,6,0,344.0,1477.7142857142858,1556.2333333333333,10
698,699,616,1,1,2294.0,1276.0,1501.2666666666667,10
699,700,617,2,0,1778.0,1568.5714285714287,1498.1,10
700,701,618,3,0,1755.0,1556.4285714285713,1488.6666666666667,10
701,702,619,4,0,1641.0,1486.857142857143,1467.3666666666666,11
702,703,620,5,0,1459.0,1494.857142857143,1469.4333333333334,11
703,704,621,6,0,261.0,1525.7142857142858,1517.5666666666666,11
705,706,622,1,1,2024.0,1361.7142857142858,1455.0666666666666,11
706,707,623,2,0,2490.0,1601.7142857142858,1457.6666666666667,11
707,708,624,3,0,1504.0,1629.7142857142858,1481.9333333333334,11
708,709,625,4,0,1695.0,1590.5714285714287,1487.3333333333333,11
709,710,626,5,0,1706.0,1582.0,1486.5666666666666,11
710,711,627,6,0,138.0,1591.2857142857142,1534.9,11
712,713,628,1,1,2113.0,1402.5714285714287,1471.4666666666667,11
713,714,629,2,0,2036.0,1667.142857142857,1485.5,11
714,715,630,3,0,1729.0,1668.857142857143,1491.1333333333334,11
715,716,631,4,0,1332.0,1560.142857142857,1512.6,11
716,717,632,5,0,1977.0,1535.5714285714287,1492.6,11
717,718,633,6,0,186.0,1575.857142857143,1550.3333333333333,11
719,720,634,1,1,1593.0,1358.7142857142858,1555.8,11
720,721,635,2,0,3091.0,1566.5714285714287,1536.4,11
721,722,636,3,0,1960.0,1706.2857142857142,1560.9,11
722,723,637,4,0,769.0,1695.4285714285713,1563.9333333333334,11
723,724,638,5,0,1844.0,1558.2857142857142,1540.6333333333334,11
724,725,639,6,0,140.0,1631.4285714285713,1543.5666666666666,11
725,726,640,7,0,25.0,1369.0,1540.0333333333333,11
726,727,641,1,0,2167.0,1346.0,1478.7666666666667,11
727,728,642,2,0,1292.0,1428.0,1476.2666666666667,11
728,729,643,3,0,1278.0,1171.0,1466.5,11
729,730,644,4,0,75.0,1073.5714285714287,1467.6666666666667,11
732,733,645,7,1,7063.0,974.4285714285714,1423.2,0
733,734,646,1,0,5804.0,1720.0,1647.1666666666667,0
734,735,647,2,0,7226.0,2529.1428571428573,1764.1666666666667,0
735,736,648,3,0,3616.0,3557.8571428571427,1945.7666666666667,0
736,737,649,4,0,5742.0,3764.8571428571427,2007.8,0
737,738,650,5,0,4501.0,4400.571428571428,2144.5,0
738,739,651,6,0,796.0,4861.0,2245.9,0
740,741,652,1,1,4259.0,4964.0,2263.733333333333,0
741,742,653,2,0,3472.0,4563.428571428572,2338.233333333333,0
742,743,654,3,0,2482.0,4230.285714285715,2370.9666666666667,0
743,744,655,4,0,2722.0,3552.5714285714284,2403.5666666666666,0
744,745,656,5,0,2869.0,3424.8571428571427,2437.8,0
745,746,657,6,0,448.0,3014.4285714285716,2476.5666666666666,0
746,747,658,7,0,24.0,2435.4285714285716,2486.9,0
747,748,659,1,0,3425.0,2325.1428571428573,2417.266666666667,0
748,749,660,2,0,2794.0,2206.0,2463.5666666666666,0
749,750,661,3,0,2954.0,2109.1428571428573,2499.0666666666666,0
750,751,662,4,0,2501.0,2176.5714285714284,2553.133333333333,0
751,752,663,5,0,2883.0,2145.0,2570.6,0
752,753,664,6,0,699.0,2147.0,2660.5,0
753,754,665,7,0,24.0,2182.8571428571427,2630.7,0
754,755,666,1,0,2692.0,2182.8571428571427,2528.4666666666667,0
755,756,667,2,0,3526.0,2078.1428571428573,2552.866666666667,0
756,757,668,3,0,3877.0,2182.714285714286,2644.766666666667,0
757,758,669,4,0,2546.0,2314.5714285714284,2712.5333333333333,0
758,759,670,5,0,2709.0,2321.0,2792.733333333333,0
759,760,671,6,0,471.0,2296.1428571428573,2882.2,0
761,762,672,1,1,3469.0,2263.5714285714284,2825.6666666666665,0
762,763,673,2,0,3498.0,2755.714285714286,2898.233333333333,1
763,764,674,3,0,3835.0,2870.8571428571427,2972.233333333333,1
764,765,675,4,0,2530.0,2915.0,3097.5666666666666,1
765,766,676,5,0,2564.0,2722.5714285714284,2946.4666666666667,1
766,767,677,6,0,367.0,2725.1428571428573,2838.4666666666667,1
768,769,678,1,1,4217.0,2390.5714285714284,2609.8333333333335,1
769,770,679,2,0,4630.0,2925.714285714286,2629.866666666667,1
770,771,680,3,0,3877.0,3091.5714285714284,2592.8,1
771,772,681,4,0,4141.0,3145.714285714286,2572.0,1
772,773,682,5,0,3701.0,3189.4285714285716,2683.5,1
773,774,683,6,0,652.0,3356.714285714286,2664.9,1
774,775,684,7,0,2663.0,3083.5714285714284,2570.9,1
775,776,685,1,0,4903.0,3411.5714285714284,2576.9333333333334,1
776,777,686,2,0,2040.0,3509.5714285714284,2649.633333333333,1
783,784,687,2,1,23.0,3139.5714285714284,2622.0,1
784,785,688,3,0,4712.0,2589.0,2607.8333333333335,1
785,786,689,4,0,4395.0,2670.5714285714284,2764.1,1
786,787,690,5,0,3661.0,2769.714285714286,2796.4333333333334,1
787,788,691,6,0,2073.0,3199.5714285714284,2825.3333333333335,1
789,790,692,1,1,4832.0,3115.285714285714,2795.9666666666667,1
790,791,693,2,0,4032.0,3105.1428571428573,2873.6666666666665,1
791,792,694,3,0,2054.0,3389.714285714286,2911.9666666666667,1
792,793,695,4,0,1477.0,3679.8571428571427,2957.133333333333,2
793,794,696,5,0,1808.0,3217.714285714286,3005.5666666666666,2
794,795,697,6,0,290.0,2848.1428571428573,2976.1,2
796,797,698,1,1,2028.0,2366.5714285714284,2868.233333333333,2
797,798,699,2,0,2479.0,2360.1428571428573,2806.6,2
798,799,700,3,0,1426.0,2024.0,2804.366666666667,2
799,800,701,4,0,1693.0,1651.7142857142858,2761.6,2
800,801,702,5,0,1626.0,1600.142857142857,2802.3333333333335,2
801,802,703,6,0,236.0,1621.4285714285713,2740.9,2
803,804,704,1,1,2508.0,1396.857142857143,2632.1666666666665,2
804,805,705,2,0,2491.0,1713.7142857142858,2587.9333333333334,2
805,806,706,3,0,1907.0,1779.857142857143,2586.633333333333,2
806,807,707,4,0,1524.0,1698.142857142857,2564.733333333333,2
807,808,708,5,0,1664.0,1712.142857142857,2603.3,2
808,809,709,6,0,948.0,1708.0,2518.2,2
810,811,710,1,1,2617.0,1611.142857142857,2395.4666666666667,2
811,812,711,2,0,2325.0,1951.2857142857142,2353.4666666666667,2
812,813,712,3,0,2451.0,1925.142857142857,2292.9333333333334,2
813,814,713,4,0,1140.0,1919.4285714285713,2251.266666666667,2
814,815,714,5,0,1696.0,1809.857142857143,2267.5333333333333,2
815,816,715,6,0,376.0,1834.4285714285713,2235.3,2
817,818,716,1,1,2280.0,1650.4285714285713,2084.4,2
818,819,717,2,0,2007.0,1840.7142857142858,2092.4,2
819,820,718,3,0,1784.0,1753.5714285714287,2158.5333333333333,2
820,821,719,4,0,1102.0,1676.2857142857142,2060.9333333333334,2
821,822,720,5,0,1902.0,1483.5714285714287,1951.1666666666667,2
822,823,721,6,0,55.0,1592.4285714285713,1892.5333333333333,2
824,825,722,1,1,13.0,1358.0,1825.2666666666667,3
825,826,723,2,0,3380.0,1306.142857142857,1664.6333333333334,3
826,827,724,3,0,2690.0,1463.2857142857142,1642.9,3
827,828,725,4,0,1348.0,1560.857142857143,1664.1,3
828,829,726,5,0,2035.0,1498.5714285714287,1659.8,3
829,830,727,6,0,139.0,1631.857142857143,1667.3666666666666,3
830,831,728,7,0,20.0,1380.0,1662.3333333333333,3
831,832,729,1,0,2044.0,1375.0,1595.4,3
832,833,730,2,0,2024.0,1665.142857142857,1580.9,3
833,834,731,3,0,1455.0,1471.4285714285713,1600.8333333333333,3
834,835,732,4,0,1354.0,1295.0,1592.9,3
835,836,733,5,0,1310.0,1295.857142857143,1583.8333333333333,3
836,837,734,6,0,275.0,1192.2857142857142,1619.6333333333334,3
838,839,735,1,1,2424.0,1211.7142857142858,1545.2,3
839,840,736,2,0,2985.0,1555.142857142857,1542.9666666666667,3
840,841,737,3,0,2014.0,1689.5714285714287,1578.9,3
841,842,738,4,0,1105.0,1688.142857142857,1595.2333333333333,3
842,843,739,5,0,1524.0,1638.142857142857,1576.6,3
843,844,740,6,0,378.0,1662.4285714285713,1595.8,3
845,846,741,1,1,2491.0,1529.2857142857142,1521.1666666666667,3
846,847,742,2,0,2830.0,1845.857142857143,1526.7,3
847,848,743,3,0,2155.0,1903.857142857143,1539.3333333333333,3
848,849,744,4,0,2017.0,1785.2857142857142,1573.1666666666667,3
849,850,745,5,0,27.0,1785.7142857142858,1583.8666666666666,3
852,853,746,1,1,3150.0,1631.7142857142858,1572.2333333333333,3
853,854,747,2,0,2383.0,1864.0,1601.2333333333333,4
854,855,748,3,0,2824.0,2150.4285714285716,1613.7666666666667,4
855,856,749,4,0,1876.0,2198.0,1648.4333333333334,4
856,857,750,5,0,2054.0,2061.714285714286,1674.2333333333333,4
857,858,751,6,0,321.0,2047.2857142857142,1679.3,4
859,860,752,1,1,2384.0,1805.0,1688.1666666666667,4
860,861,753,2,0,2472.0,2141.714285714286,1767.2,4
861,862,754,3,0,1881.0,2044.857142857143,1736.9333333333334,4
862,863,755,4,0,1816.0,1973.142857142857,1709.9666666666667,4
863,864,756,5,0,1361.0,1829.142857142857,1725.5666666666666,4
864,865,757,6,0,314.0,1755.5714285714287,1703.1,4
866,867,758,1,1,3309.0,1507.0,1708.9333333333334,4
867,868,759,2,0,1948.0,1933.857142857143,1818.5666666666666,4
868,869,760,3,0,1722.0,1871.5714285714287,1815.3666666666666,4
869,870,761,4,0,1520.0,1764.4285714285713,1805.3,4
870,871,762,5,0,2232.0,1712.857142857143,1807.4666666666667,4
871,872,763,6,0,497.0,1772.2857142857142,1836.7333333333333,4
873,874,764,1,1,2037.0,1648.857142857143,1809.6333333333334,4
874,875,765,2,0,2246.0,1895.0,1868.3666666666666,4
875,876,766,3,0,1447.0,1743.142857142857,1862.4333333333334,4
876,877,767,4,0,1478.0,1671.5714285714287,1811.1666666666667,4
877,878,768,5,0,1631.0,1636.7142857142858,1793.3,4
878,879,769,6,0,128.0,1652.5714285714287,1810.8333333333333,4
880,881,770,1,1,2102.0,1352.0,1764.3,4
881,882,771,2,0,2114.0,1581.2857142857142,1821.7666666666667,4
882,883,772,3,0,1964.0,1592.2857142857142,1809.2,4
883,884,773,4,0,1427.0,1552.0,1780.3333333333333,4
884,885,774,5,0,1416.0,1549.142857142857,1756.0666666666666,5
885,886,775,6,0,319.0,1540.2857142857142,1736.0333333333333,5
887,888,776,1,1,2147.0,1352.857142857143,1745.7666666666667,5
888,889,777,2,0,1925.0,1641.2857142857142,1712.3333333333333,5
889,890,778,3,0,1668.0,1616.0,1697.0666666666666,5
890,891,779,4,0,1692.0,1552.2857142857142,1658.5333333333333,5
891,892,780,5,0,1517.0,1513.4285714285713,1652.4,5
892,893,781,6,0,381.0,1526.2857142857142,1634.5,5
894,895,782,1,1,2327.0,1378.4285714285713,1636.5,5
895,896,783,2,0,1926.0,1665.2857142857142,1634.6,5
896,897,784,3,0,1387.0,1633.7142857142858,1616.4,5
897,898,785,4,0,1533.0,1556.857142857143,1599.9333333333334,5
898,899,786,5,0,1946.0,1537.5714285714287,1590.5,5
899,900,787,6,0,89.0,1573.857142857143,1610.0,5
902,903,788,2,1,3157.0,1369.857142857143,1602.5,5
903,904,789,3,0,1933.0,1766.4285714285713,1597.4333333333334,5
904,905,790,4,0,1257.0,1710.142857142857,1596.9333333333334,5
905,906,791,5,0,2051.0,1614.5714285714287,1581.4333333333334,5
906,907,792,6,0,472.0,1709.4285714285713,1599.1333333333334,5
908,909,793,1,1,2031.0,1557.857142857143,1540.4666666666667,5
909,910,794,2,0,1465.0,1570.0,1591.6,5
910,911,795,3,0,2291.0,1766.5714285714287,1572.5333333333333,5
911,912,796,4,0,1380.0,1642.857142857143,1574.0333333333333,5
912,913,797,5,0,1659.0,1563.857142857143,1571.8,5
913,914,798,6,0,401.0,1621.2857142857142,1577.8333333333333,5
915,916,799,1,1,2248.0,1385.5714285714287,1536.8333333333333,6
916,917,800,2,0,3005.0,1639.2857142857142,1607.5,6
917,918,801,3,0,2281.0,1778.4285714285713,1637.6,6
918,919,802,4,0,1062.0,1895.0,1643.1666666666667,6
919,920,803,5,0,1675.0,1719.4285714285713,1613.1,6
920,921,804,6,0,304.0,1761.5714285714287,1621.3666666666666,6
922,923,805,1,1,2034.0,1568.0,1584.3,6
923,924,806,2,0,2520.0,1801.2857142857142,1641.4666666666667,6
924,925,807,3,0,1944.0,1840.142857142857,1653.9,6
925,926,808,4,0,1398.0,1688.5714285714287,1654.5333333333333,6
926,927,809,5,0,1384.0,1562.4285714285713,1645.5333333333333,6
927,928,810,6,0,288.0,1608.4285714285713,1635.2666666666667,6
929,930,811,1,1,1804.0,1410.2857142857142,1594.3,6
930,931,812,2,0,2255.0,1624.5714285714287,1641.7333333333333,6
931,932,813,3,0,1893.0,1656.142857142857,1639.3333333333333,6
932,933,814,4,0,1193.0,1566.5714285714287,1638.2333333333333,6
933,934,815,5,0,1907.0,1459.2857142857142,1631.7666666666667,6
934,935,816,6,0,185.0,1532.0,1644.2333333333333,6
936,937,817,1,1,1304.0,1360.7142857142858,1585.5333333333333,6
937,938,818,2,0,2076.0,1505.857142857143,1626.0333333333333,6
938,939,819,3,0,1754.0,1544.7142857142858,1590.0,6
939,940,820,4,0,1155.0,1473.142857142857,1584.0333333333333,6
940,941,821,5,0,1613.0,1367.7142857142858,1580.6333333333334,6
941,942,822,6,0,410.0,1427.7142857142858,1566.0333333333333,6
943,944,823,1,1,2437.0,1213.857142857143,1563.9666666666667,6
944,945,824,2,0,2596.0,1535.5714285714287,1577.5,6
945,946,825,3,0,1823.0,1720.142857142857,1615.2,7
946,947,826,4,0,1951.0,1684.0,1599.6,7
947,948,827,5,0,1983.0,1712.142857142857,1618.6333333333334,7
948,949,828,6,0,297.0,1830.4285714285713,1629.4333333333334,7
950,951,829,1,1,2186.0,1642.4285714285713,1625.9666666666667,7
951,952,830,2,0,1608.0,1896.142857142857,1623.9,7
952,953,831,3,0,2334.0,1777.7142857142858,1577.3333333333333,7
953,954,832,4,0,2051.0,1740.2857142857142,1579.1,7
954,955,833,5,0,1795.0,1772.857142857143,1612.0666666666666,7
955,956,834,6,0,346.0,1750.5714285714287,1616.0666666666666,7
957,958,835,1,1,1926.0,1516.7142857142858,1617.4666666666667,7
958,959,836,2,0,1902.0,1749.4285714285713,1613.8666666666666,7
959,960,837,3,0,1604.0,1708.857142857143,1593.2666666666667,7
960,961,838,4,0,1357.0,1708.2857142857142,1581.9333333333334,7
961,962,839,5,0,1893.0,1568.7142857142858,1580.5666666666666,7
962,963,840,6,0,227.0,1546.142857142857,1597.5333333333333,7
963,964,841,7,0,24.0,1322.142857142857,1595.5,7
964,965,842,1,0,2270.0,1276.142857142857,1536.1666666666667,7
965,966,843,2,0,2200.0,1325.2857142857142,1536.6666666666667,7
966,967,844,3,0,1738.0,1367.857142857143,1546.9,7
967,968,845,4,0,1327.0,1387.0,1565.0666666666666,7
968,969,846,5,0,1254.0,1382.7142857142858,1545.7333333333333,7
969,970,847,6,0,498.0,1291.4285714285713,1581.3666666666666,7
970,971,848,7,0,20.0,1330.142857142857,1554.5,7
971,972,849,1,0,2616.0,1329.5714285714287,1485.9666666666667,7
972,973,850,2,0,2477.0,1379.0,1514.7,7
973,974,851,3,0,2305.0,1418.5714285714287,1558.7666666666667,7
974,975,852,4,0,12.0,1499.5714285714287,1581.8333333333333,7
977,978,853,7,1,3354.0,1311.7142857142858,1568.5666666666666,8
978,979,854,1,0,1800.0,1611.7142857142858,1599.1333333333334,8
979,980,855,2,0,2684.0,1797.7142857142858,1572.6,8
980,981,856,3,0,1475.0,2178.285714285714,1601.3,8
981,982,857,4,0,1783.0,2015.2857142857142,1585.4333333333334,8
982,983,858,5,0,1625.0,1916.142857142857,1578.7666666666667,8
