date,day_of_week,brand,cnt,calendar,year,month,day_of_year,gap
280,1,3,171,2013/11/11,2013,11,315,1
280,1,4,242,2013/11/11,2013,11,315,1
280,1,5,474,2013/11/11,2013,11,315,1
281,2,1,784,2013/11/12,2013,11,316,0
281,2,2,523,2013/11/12,2013,11,316,0
281,2,3,214,2013/11/12,2013,11,316,0
281,2,4,302,2013/11/12,2013,11,316,0
281,2,5,515,2013/11/12,2013,11,316,0
282,3,1,447,2013/11/13,2013,11,317,0
282,3,2,414,2013/11/13,2013,11,317,0
282,3,3,399,2013/11/13,2013,11,317,0
282,3,4,338,2013/11/13,2013,11,317,0
282,3,5,505,2013/11/13,2013,11,317,0
283,4,1,160,2013/11/14,2013,11,318,0
283,4,2,232,2013/11/14,2013,11,318,0
283,4,3,196,2013/11/14,2013,11,318,0
283,4,4,221,2013/11/14,2013,11,318,0
283,4,5,321,2013/11/14,2013,11,318,0
284,5,1,523,2013/11/15,2013,11,319,0
284,5,2,304,2013/11/15,2013,11,319,0
284,5,3,150,2013/11/15,2013,11,319,0
284,5,4,242,2013/11/15,2013,11,319,0
284,5,5,474,2013/11/15,2013,11,319,0
285,6,1,65,2013/11/16,2013,11,320,0
285,6,2,48,2013/11/16,2013,11,320,0
285,6,3,27,2013/11/16,2013,11,320,0
285,6,4,30,2013/11/16,2013,11,320,0
285,6,5,0,2013/11/16,2013,11,320,0
-35,7,1,0,2013/11/17,2013,11,321,0
-35,7,2,0,2013/11/17,2013,11,321,0
-35,7,3,0,2013/11/17,2013,11,321,0
-35,7,4,0,2013/11/17,2013,11,321,0
-35,7,5,0,2013/11/17,2013,11,321,0
286,1,1,523,2013/11/18,2013,11,322,1
286,1,2,367,2013/11/18,2013,11,322,1
286,1,3,321,2013/11/18,2013,11,322,1
286,1,4,290,2013/11/18,2013,11,322,1
286,1,5,556,2013/11/18,2013,11,322,1
287,2,1,261,2013/11/19,2013,11,323,0
287,2,2,491,2013/11/19,2013,11,323,0
287,2,3,294,2013/11/19,2013,11,323,0
287,2,4,393,2013/11/19,2013,11,323,0
287,2,5,721,2013/11/19,2013,11,323,0
288,3,1,305,2013/11/20,2013,11,324,0
288,3,2,310,2013/11/20,2013,11,324,0
288,3,3,150,2013/11/20,2013,11,324,0
288,3,4,225,2013/11/20,2013,11,324,0
288,3,5,529,2013/11/20,2013,11,324,0
289,4,1,176,2013/11/21,2013,11,325,0
289,4,2,314,2013/11/21,2013,11,325,0
289,4,3,216,2013/11/21,2013,11,325,0
289,4,4,66,2013/11/21,2013,11,325,0
289,4,5,585,2013/11/21,2013,11,325,0
290,5,1,383,2013/11/22,2013,11,326,0
290,5,2,406,2013/11/22,2013,11,326,0
290,5,3,235,2013/11/22,2013,11,326,0
290,5,4,242,2013/11/22,2013,11,326,0
290,5,5,432,2013/11/22,2013,11,326,0
291,6,1,22,2013/11/23,2013,11,327,0
291,6,2,32,2013/11/23,2013,11,327,0
291,6,3,27,2013/11/23,2013,11,327,0
291,6,4,60,2013/11/23,2013,11,327,0
291,6,5,51,2013/11/23,2013,11,327,0
292,7,1,0,2013/11/24,2013,11,328,0
292,7,2,0,2013/11/24,2013,11,328,0
292,7,3,0,2013/11/24,2013,11,328,0
292,7,4,0,2013/11/24,2013,11,328,0
292,7,5,22,2013/11/24,2013,11,328,0
293,1,1,453,2013/11/25,2013,11,329,0
293,1,2,482,2013/11/25,2013,11,329,0
293,1,3,278,2013/11/25,2013,11,329,0
293,1,4,411,2013/11/25,2013,11,329,0
293,1,5,494,2013/11/25,2013,11,329,0
294,2,1,675,2013/11/26,2013,11,330,0
294,2,2,444,2013/11/26,2013,11,330,0
294,2,3,454,2013/11/26,2013,11,330,0
294,2,4,211,2013/11/26,2013,11,330,0
294,2,5,386,2013/11/26,2013,11,330,0
295,3,1,488,2013/11/27,2013,11,331,0
295,3,2,384,2013/11/27,2013,11,331,0
295,3,3,200,2013/11/27,2013,11,331,0
295,3,4,225,2013/11/27,2013,11,331,0
295,3,5,384,2013/11/27,2013,11,331,0
296,4,1,351,2013/11/28,2013,11,332,0
296,4,2,209,2013/11/28,2013,11,332,0
296,4,3,176,2013/11/28,2013,11,332,0
296,4,4,133,2013/11/28,2013,11,332,0
296,4,5,585,2013/11/28,2013,11,332,0
297,5,1,418,2013/11/29,2013,11,333,0
297,5,2,393,2013/11/29,2013,11,333,0
297,5,3,278,2013/11/29,2013,11,333,0
297,5,4,266,2013/11/29,2013,11,333,0
297,5,5,494,2013/11/29,2013,11,333,0
298,6,1,65,2013/11/30,2013,11,334,0
298,6,2,127,2013/11/30,2013,11,334,0
298,6,3,160,2013/11/30,2013,11,334,0
298,6,4,91,2013/11/30,2013,11,334,0
298,6,5,335,2013/11/30,2013,11,334,0
-36,7,1,0,2013/12/1,2013,12,335,0
-36,7,2,0,2013/12/1,2013,12,335,0
-36,7,3,0,2013/12/1,2013,12,335,0
-36,7,4,0,2013/12/1,2013,12,335,0
-36,7,5,0,2013/12/1,2013,12,335,0
299,1,1,505,2013/12/2,2013,12,336,1
299,1,2,355,2013/12/2,2013,12,336,1
299,1,3,513,2013/12/2,2013,12,336,1
299,1,4,217,2013/12/2,2013,12,336,1
299,1,5,700,2013/12/2,2013,12,336,1
300,2,1,588,2013/12/3,2013,12,337,0
300,2,2,301,2013/12/3,2013,12,337,0
300,2,3,321,2013/12/3,2013,12,337,0
300,2,4,453,2013/12/3,2013,12,337,0
300,2,5,463,2013/12/3,2013,12,337,0
301,3,1,508,2013/12/4,2013,12,338,0
301,3,2,384,2013/12/4,2013,12,338,0
301,3,3,599,2013/12/4,2013,12,338,0
301,3,4,338,2013/12/4,2013,12,338,0
301,3,5,480,2013/12/4,2013,12,338,0
302,4,1,192,2013/12/5,2013,12,339,0
302,4,2,221,2013/12/5,2013,12,339,0
302,4,3,216,2013/12/5,2013,12,339,0
302,4,4,244,2013/12/5,2013,12,339,0
302,4,5,415,2013/12/5,2013,12,339,0
303,5,1,227,2013/12/6,2013,12,340,0
303,5,2,367,2013/12/6,2013,12,340,0
303,5,3,214,2013/12/6,2013,12,340,0
303,5,4,290,2013/12/6,2013,12,340,0
303,5,5,556,2013/12/6,2013,12,340,0
304,6,1,131,2013/12/7,2013,12,341,0
304,6,2,63,2013/12/7,2013,12,341,0
304,6,3,80,2013/12/7,2013,12,341,0
304,6,4,0,2013/12/7,2013,12,341,0
304,6,5,103,2013/12/7,2013,12,341,0
-37,7,1,0,2013/12/8,2013,12,342,0
-37,7,2,0,2013/12/8,2013,12,342,0
-37,7,3,0,2013/12/8,2013,12,342,0
-37,7,4,0,2013/12/8,2013,12,342,0
-37,7,5,0,2013/12/8,2013,12,342,0
305,1,1,453,2013/12/9,2013,12,343,1
305,1,2,190,2013/12/9,2013,12,343,1
305,1,3,406,2013/12/9,2013,12,343,1
305,1,4,483,2013/12/9,2013,12,343,1
305,1,5,494,2013/12/9,2013,12,343,1
306,2,1,544,2013/12/10,2013,12,344,0
306,2,2,412,2013/12/10,2013,12,344,0
306,2,3,294,2013/12/10,2013,12,344,0
306,2,4,211,2013/12/10,2013,12,344,0
306,2,5,541,2013/12/10,2013,12,344,0
307,3,1,447,2013/12/11,2013,12,345,0
307,3,2,503,2013/12/11,2013,12,345,0
307,3,3,349,2013/12/11,2013,12,345,0
307,3,4,479,2013/12/11,2013,12,345,0
307,3,5,961,2013/12/11,2013,12,345,0
308,4,1,272,2013/12/12,2013,12,346,0
308,4,2,314,2013/12/12,2013,12,346,0
308,4,3,314,2013/12/12,2013,12,346,0
308,4,4,354,2013/12/12,2013,12,346,0
308,4,5,472,2013/12/12,2013,12,346,0
309,5,1,366,2013/12/13,2013,12,347,0
309,5,2,380,2013/12/13,2013,12,347,0
309,5,3,192,2013/12/13,2013,12,347,0
309,5,4,145,2013/12/13,2013,12,347,0
309,5,5,391,2013/12/13,2013,12,347,0
310,6,1,65,2013/12/14,2013,12,348,0
310,6,2,48,2013/12/14,2013,12,348,0
310,6,3,0,2013/12/14,2013,12,348,0
310,6,4,91,2013/12/14,2013,12,348,0
310,6,5,51,2013/12/14,2013,12,348,0
-38,7,1,0,2013/12/15,2013,12,349,0
-38,7,2,0,2013/12/15,2013,12,349,0
-38,7,3,0,2013/12/15,2013,12,349,0
-38,7,4,0,2013/12/15,2013,12,349,0
-38,7,5,0,2013/12/15,2013,12,349,0
311,1,1,592,2013/12/16,2013,12,350,1
311,1,2,380,2013/12/16,2013,12,350,1
311,1,3,235,2013/12/16,2013,12,350,1
311,1,4,290,2013/12/16,2013,12,350,1
311,1,5,659,2013/12/16,2013,12,350,1
312,2,1,436,2013/12/17,2013,12,351,0
312,2,2,190,2013/12/17,2013,12,351,0
312,2,3,267,2013/12/17,2013,12,351,0
312,2,4,272,2013/12/17,2013,12,351,0
312,2,5,515,2013/12/17,2013,12,351,0
313,3,1,630,2013/12/18,2013,12,352,0
313,3,2,310,2013/12/18,2013,12,352,0
313,3,3,200,2013/12/18,2013,12,352,0
313,3,4,310,2013/12/18,2013,12,352,0
313,3,5,529,2013/12/18,2013,12,352,0
314,4,1,351,2013/12/19,2013,12,353,0
314,4,2,139,2013/12/19,2013,12,353,0
314,4,3,137,2013/12/19,2013,12,353,0
314,4,4,221,2013/12/19,2013,12,353,0
314,4,5,359,2013/12/19,2013,12,353,0
315,5,1,488,2013/12/20,2013,12,354,0
315,5,2,317,2013/12/20,2013,12,354,0
315,5,3,150,2013/12/20,2013,12,354,0
315,5,4,217,2013/12/20,2013,12,354,0
315,5,5,659,2013/12/20,2013,12,354,0
316,6,1,44,2013/12/21,2013,12,355,0
316,6,2,48,2013/12/21,2013,12,355,0
316,6,3,53,2013/12/21,2013,12,355,0
316,6,4,30,2013/12/21,2013,12,355,0
316,6,5,103,2013/12/21,2013,12,355,0
-39,7,1,0,2013/12/22,2013,12,356,0
-39,7,2,0,2013/12/22,2013,12,356,0
-39,7,3,0,2013/12/22,2013,12,356,0
-39,7,4,0,2013/12/22,2013,12,356,0
-39,7,5,0,2013/12/22,2013,12,356,0
317,1,1,401,2013/12/23,2013,12,357,1
317,1,2,304,2013/12/23,2013,12,357,1
317,1,3,235,2013/12/23,2013,12,357,1
317,1,4,338,2013/12/23,2013,12,357,1
317,1,5,309,2013/12/23,2013,12,357,1
318,2,1,457,2013/12/24,2013,12,358,0
318,2,2,253,2013/12/24,2013,12,358,0
318,2,3,134,2013/12/24,2013,12,358,0
318,2,4,181,2013/12/24,2013,12,358,0
318,2,5,489,2013/12/24,2013,12,358,0
319,3,1,366,2013/12/25,2013,12,359,0
319,3,2,177,2013/12/25,2013,12,359,0
319,3,3,299,2013/12/25,2013,12,359,0
319,3,4,310,2013/12/25,2013,12,359,0
319,3,5,432,2013/12/25,2013,12,359,0
320,4,1,256,2013/12/26,2013,12,360,0
320,4,2,279,2013/12/26,2013,12,360,0
320,4,3,137,2013/12/26,2013,12,360,0
320,4,4,221,2013/12/26,2013,12,360,0
320,4,5,472,2013/12/26,2013,12,360,0
321,5,1,366,2013/12/27,2013,12,361,0
321,5,2,241,2013/12/27,2013,12,361,0
321,5,3,192,2013/12/27,2013,12,361,0
321,5,4,266,2013/12/27,2013,12,361,0
321,5,5,577,2013/12/27,2013,12,361,0
322,6,1,109,2013/12/28,2013,12,362,0
322,6,2,16,2013/12/28,2013,12,362,0
322,6,3,80,2013/12/28,2013,12,362,0
322,6,4,0,2013/12/28,2013,12,362,0
322,6,5,0,2013/12/28,2013,12,362,0
-40,7,1,0,2013/12/29,2013,12,363,0
-40,7,2,0,2013/12/29,2013,12,363,0
-40,7,3,0,2013/12/29,2013,12,363,0
-40,7,4,0,2013/12/29,2013,12,363,0
-40,7,5,0,2013/12/29,2013,12,363,0
323,1,1,383,2013/12/30,2013,12,364,1
323,1,2,291,2013/12/30,2013,12,364,1
323,1,3,171,2013/12/30,2013,12,364,1
323,1,4,362,2013/12/30,2013,12,364,1
323,1,5,453,2013/12/30,2013,12,364,1
324,2,1,327,2013/12/31,2013,12,365,0
324,2,2,158,2013/12/31,2013,12,365,0
324,2,3,27,2013/12/31,2013,12,365,0
324,2,4,181,2013/12/31,2013,12,365,0
324,2,5,257,2013/12/31,2013,12,365,0
-41,3,1,0,2014/1/1,2014,1,1,0
-41,3,2,0,2014/1/1,2014,1,1,0
-41,3,3,0,2014/1/1,2014,1,1,0
-41,3,4,0,2014/1/1,2014,1,1,0
-41,3,5,0,2014/1/1,2014,1,1,0
325,4,1,1084,2014/1/2,2014,1,2,1
325,4,2,631,2014/1/2,2014,1,2,1
325,4,3,665,2014/1/2,2014,1,2,1
325,4,4,794,2014/1/2,2014,1,2,1
325,4,5,1080,2014/1/2,2014,1,2,1
326,5,1,1453,2014/1/3,2014,1,3,0
326,5,2,700,2014/1/3,2014,1,3,0
326,5,3,829,2014/1/3,2014,1,3,0
326,5,4,609,2014/1/3,2014,1,3,0
326,5,5,978,2014/1/3,2014,1,3,0
327,6,1,232,2014/1/4,2014,1,4,0
327,6,2,61,2014/1/4,2014,1,4,0
327,6,3,52,2014/1/4,2014,1,4,0
327,6,4,29,2014/1/4,2014,1,4,0
327,6,5,275,2014/1/4,2014,1,4,0
-42,7,1,0,2014/1/5,2014,1,5,0
-42,7,2,0,2014/1/5,2014,1,5,0
-42,7,3,0,2014/1/5,2014,1,5,0
-42,7,4,0,2014/1/5,2014,1,5,0
-42,7,5,0,2014/1/5,2014,1,5,0
328,1,1,1436,2014/1/6,2014,1,6,1
328,1,2,836,2014/1/6,2014,1,6,1
328,1,3,1016,2014/1/6,2014,1,6,1
328,1,4,656,2014/1/6,2014,1,6,1
328,1,5,1258,2014/1/6,2014,1,6,1
329,2,1,993,2014/1/7,2014,1,7,0
329,2,2,1152,2014/1/7,2014,1,7,0
329,2,3,648,2014/1/7,2014,1,7,0
329,2,4,849,2014/1/7,2014,1,7,0
329,2,5,1448,2014/1/7,2014,1,7,0
330,3,1,1064,2014/1/8,2014,1,8,0
330,3,2,430,2014/1/8,2014,1,8,0
330,3,3,702,2014/1/8,2014,1,8,0
330,3,4,547,2014/1/8,2014,1,8,0
330,3,5,745,2014/1/8,2014,1,8,0
331,4,1,635,2014/1/9,2014,1,9,0
331,4,2,349,2014/1/9,2014,1,9,0
331,4,3,285,2014/1/9,2014,1,9,0
331,4,4,408,2014/1/9,2014,1,9,0
331,4,5,494,2014/1/9,2014,1,9,0
332,5,1,828,2014/1/10,2014,1,10,0
332,5,2,393,2014/1/10,2014,1,10,0
332,5,3,643,2014/1/10,2014,1,10,0
332,5,4,492,2014/1/10,2014,1,10,0
332,5,5,719,2014/1/10,2014,1,10,0
333,6,1,127,2014/1/11,2014,1,11,0
333,6,2,123,2014/1/11,2014,1,11,0
333,6,3,78,2014/1/11,2014,1,11,0
333,6,4,88,2014/1/11,2014,1,11,0
333,6,5,25,2014/1/11,2014,1,11,0
-43,7,1,0,2014/1/12,2014,1,12,0
-43,7,2,0,2014/1/12,2014,1,12,0
-43,7,3,0,2014/1/12,2014,1,12,0
-43,7,4,0,2014/1/12,2014,1,12,0
-43,7,5,0,2014/1/12,2014,1,12,0
334,1,1,777,2014/1/13,2014,1,13,1
334,1,2,406,2014/1/13,2014,1,13,1
334,1,3,373,2014/1/13,2014,1,13,1
334,1,4,398,2014/1/13,2014,1,13,1
334,1,5,639,2014/1/13,2014,1,13,1
335,2,1,739,2014/1/14,2014,1,14,0
335,2,2,399,2014/1/14,2014,1,14,0
335,2,3,415,2014/1/14,2014,1,14,0
335,2,4,644,2014/1/14,2014,1,14,0
335,2,5,599,2014/1/14,2014,1,14,0
336,3,1,611,2014/1/15,2014,1,15,0
336,3,2,416,2014/1/15,2014,1,15,0
336,3,3,508,2014/1/15,2014,1,15,0
336,3,4,219,2014/1/15,2014,1,15,0
336,3,5,792,2014/1/15,2014,1,15,0
337,4,1,743,2014/1/16,2014,1,16,0
337,4,2,462,2014/1/16,2014,1,16,0
337,4,3,513,2014/1/16,2014,1,16,0
337,4,4,494,2014/1/16,2014,1,16,0
337,4,5,494,2014/1/16,2014,1,16,0
338,5,1,541,2014/1/17,2014,1,17,0
338,5,2,700,2014/1/17,2014,1,17,0
338,5,3,477,2014/1/17,2014,1,17,0
338,5,4,609,2014/1/17,2014,1,17,0
338,5,5,679,2014/1/17,2014,1,17,0
339,6,1,106,2014/1/18,2014,1,18,0
339,6,2,77,2014/1/18,2014,1,18,0
339,6,3,78,2014/1/18,2014,1,18,0
339,6,4,0,2014/1/18,2014,1,18,0
339,6,5,150,2014/1/18,2014,1,18,0
-44,7,1,0,2014/1/19,2014,1,19,0
-44,7,2,0,2014/1/19,2014,1,19,0
-44,7,3,0,2014/1/19,2014,1,19,0
-44,7,4,0,2014/1/19,2014,1,19,0
-44,7,5,0,2014/1/19,2014,1,19,0
340,1,1,912,2014/1/20,2014,1,20,1
340,1,2,578,2014/1/20,2014,1,20,1
340,1,3,643,2014/1/20,2014,1,20,1
340,1,4,539,2014/1/20,2014,1,20,1
340,1,5,919,2014/1/20,2014,1,20,1
341,2,1,739,2014/1/21,2014,1,21,0
341,2,2,645,2014/1/21,2014,1,21,0
341,2,3,752,2014/1/21,2014,1,21,0
341,2,4,468,2014/1/21,2014,1,21,0
341,2,5,924,2014/1/21,2014,1,21,0
342,3,1,966,2014/1/22,2014,1,22,0
342,3,2,502,2014/1/22,2014,1,22,0
342,3,3,774,2014/1/22,2014,1,22,0
342,3,4,547,2014/1/22,2014,1,22,0
342,3,5,745,2014/1/22,2014,1,22,0
343,4,1,589,2014/1/23,2014,1,23,0
343,4,2,451,2014/1/23,2014,1,23,0
343,4,3,399,2014/1/23,2014,1,23,0
343,4,4,172,2014/1/23,2014,1,23,0
343,4,5,531,2014/1/23,2014,1,23,0
344,5,1,794,2014/1/24,2014,1,24,0
344,5,2,725,2014/1/24,2014,1,24,0
344,5,3,746,2014/1/24,2014,1,24,0
344,5,4,703,2014/1/24,2014,1,24,0
344,5,5,919,2014/1/24,2014,1,24,0
345,6,1,42,2014/1/25,2014,1,25,0
345,6,2,61,2014/1/25,2014,1,25,0
345,6,3,0,2014/1/25,2014,1,25,0
345,6,4,146,2014/1/25,2014,1,25,0
345,6,5,75,2014/1/25,2014,1,25,0
346,7,1,311,2014/1/26,2014,1,26,0
346,7,2,386,2014/1/26,2014,1,26,0
346,7,3,157,2014/1/26,2014,1,26,0
346,7,4,178,2014/1/26,2014,1,26,0
346,7,5,627,2014/1/26,2014,1,26,0
347,1,1,895,2014/1/27,2014,1,27,0
347,1,2,676,2014/1/27,2014,1,27,0
347,1,3,726,2014/1/27,2014,1,27,0
347,1,4,1124,2014/1/27,2014,1,27,0
347,1,5,899,2014/1/27,2014,1,27,0
348,2,1,1119,2014/1/28,2014,1,28,0
348,2,2,584,2014/1/28,2014,1,28,0
348,2,3,700,2014/1/28,2014,1,28,0
348,2,4,556,2014/1/28,2014,1,28,0
348,2,5,998,2014/1/28,2014,1,28,0
349,3,1,394,2014/1/29,2014,1,29,0
349,3,2,215,2014/1/29,2014,1,29,0
349,3,3,169,2014/1/29,2014,1,29,0
349,3,4,191,2014/1/29,2014,1,29,0
349,3,5,629,2014/1/29,2014,1,29,0
350,4,1,77,2014/1/30,2014,1,30,0
350,4,2,34,2014/1/30,2014,1,30,0
350,4,3,57,2014/1/30,2014,1,30,0
350,4,4,21,2014/1/30,2014,1,30,0
350,4,5,55,2014/1/30,2014,1,30,0
-45,5,1,0,2014/1/31,2014,1,31,0
-45,5,2,0,2014/1/31,2014,1,31,0
-45,5,3,0,2014/1/31,2014,1,31,0
-45,5,4,0,2014/1/31,2014,1,31,0
-45,5,5,0,2014/1/31,2014,1,31,0
-46,6,1,0,2014/2/1,2014,2,32,1
-46,6,2,0,2014/2/1,2014,2,32,1
-46,6,3,0,2014/2/1,2014,2,32,1
-46,6,4,0,2014/2/1,2014,2,32,1
-46,6,5,0,2014/2/1,2014,2,32,1
-47,7,1,0,2014/2/2,2014,2,33,2
-47,7,2,0,2014/2/2,2014,2,33,2
-47,7,3,0,2014/2/2,2014,2,33,2
-47,7,4,0,2014/2/2,2014,2,33,2
-47,7,5,0,2014/2/2,2014,2,33,2
-48,1,1,0,2014/2/3,2014,2,34,3
-48,1,2,0,2014/2/3,2014,2,34,3
-48,1,3,0,2014/2/3,2014,2,34,3
-48,1,4,0,2014/2/3,2014,2,34,3
-48,1,5,0,2014/2/3,2014,2,34,3
-49,2,1,0,2014/2/4,2014,2,35,4
-49,2,2,0,2014/2/4,2014,2,35,4
-49,2,3,0,2014/2/4,2014,2,35,4
-49,2,4,0,2014/2/4,2014,2,35,4
-49,2,5,0,2014/2/4,2014,2,35,4
351,3,1,0,2014/2/5,2014,2,36,5
351,3,2,0,2014/2/5,2014,2,36,5
351,3,3,0,2014/2/5,2014,2,36,5
351,3,4,0,2014/2/5,2014,2,36,5
351,3,5,23,2014/2/5,2014,2,36,5
352,4,1,0,2014/2/6,2014,2,37,0
352,4,2,0,2014/2/6,2014,2,37,0
352,4,3,19,2014/2/6,2014,2,37,0
352,4,4,0,2014/2/6,2014,2,37,0
352,4,5,0,2014/2/6,2014,2,37,0
353,5,1,1081,2014/2/7,2014,2,38,0
353,5,2,504,2014/2/7,2014,2,38,0
353,5,3,435,2014/2/7,2014,2,38,0
353,5,4,843,2014/2/7,2014,2,38,0
353,5,5,1198,2014/2/7,2014,2,38,0
354,6,1,993,2014/2/8,2014,2,39,0
354,6,2,415,2014/2/8,2014,2,39,0
354,6,3,622,2014/2/8,2014,2,39,0
354,6,4,703,2014/2/8,2014,2,39,0
354,6,5,599,2014/2/8,2014,2,39,0
355,7,1,0,2014/2/9,2014,2,40,0
355,7,2,13,2014/2/9,2014,2,40,0
355,7,3,0,2014/2/9,2014,2,40,0
355,7,4,0,2014/2/9,2014,2,40,0
355,7,5,0,2014/2/9,2014,2,40,0
356,1,1,1064,2014/2/10,2014,2,41,0
356,1,2,565,2014/2/10,2014,2,41,0
356,1,3,498,2014/2/10,2014,2,41,0
356,1,4,984,2014/2/10,2014,2,41,0
356,1,5,599,2014/2/10,2014,2,41,0
357,2,1,824,2014/2/11,2014,2,42,0
357,2,2,568,2014/2/11,2014,2,42,0
357,2,3,726,2014/2/11,2014,2,42,0
357,2,4,908,2014/2/11,2014,2,42,0
357,2,5,499,2014/2/11,2014,2,42,0
358,3,1,769,2014/2/12,2014,2,43,0
358,3,2,229,2014/2/12,2014,2,43,0
358,3,3,314,2014/2/12,2014,2,43,0
358,3,4,574,2014/2/12,2014,2,43,0
358,3,5,396,2014/2/12,2014,2,43,0
359,4,1,589,2014/2/13,2014,2,44,0
359,4,2,270,2014/2/13,2014,2,44,0
359,4,3,152,2014/2/13,2014,2,44,0
359,4,4,236,2014/2/13,2014,2,44,0
359,4,5,329,2014/2/13,2014,2,44,0
360,5,1,406,2014/2/14,2014,2,45,0
360,5,2,307,2014/2/14,2014,2,45,0
360,5,3,228,2014/2/14,2014,2,45,0
360,5,4,492,2014/2/14,2014,2,45,0
360,5,5,339,2014/2/14,2014,2,45,0
361,6,1,42,2014/2/15,2014,2,46,0
361,6,2,15,2014/2/15,2014,2,46,0
361,6,3,52,2014/2/15,2014,2,46,0
361,6,4,88,2014/2/15,2014,2,46,0
361,6,5,75,2014/2/15,2014,2,46,0
362,7,1,18,2014/2/16,2014,2,47,0
362,7,2,0,2014/2/16,2014,2,47,0
362,7,3,0,2014/2/16,2014,2,47,0
362,7,4,0,2014/2/16,2014,2,47,0
362,7,5,0,2014/2/16,2014,2,47,0
363,1,1,760,2014/2/17,2014,2,48,0
363,1,2,270,2014/2/17,2014,2,48,0
363,1,3,311,2014/2/17,2014,2,48,0
363,1,4,234,2014/2/17,2014,2,48,0
363,1,5,260,2014/2/17,2014,2,48,0
364,2,1,824,2014/2/18,2014,2,49,0
364,2,2,230,2014/2/18,2014,2,49,0
364,2,3,311,2014/2/18,2014,2,49,0
364,2,4,264,2014/2/18,2014,2,49,0
364,2,5,275,2014/2/18,2014,2,49,0
365,3,1,591,2014/2/19,2014,2,50,0
365,3,2,272,2014/2/19,2014,2,50,0
365,3,3,266,2014/2/19,2014,2,50,0
365,3,4,492,2014/2/19,2014,2,50,0
365,3,5,419,2014/2/19,2014,2,50,0
366,4,1,387,2014/2/20,2014,2,51,0
366,4,2,248,2014/2/20,2014,2,51,0
366,4,3,209,2014/2/20,2014,2,51,0
366,4,4,322,2014/2/20,2014,2,51,0
366,4,5,366,2014/2/20,2014,2,51,0
367,5,1,507,2014/2/21,2014,2,52,0
367,5,2,221,2014/2/21,2014,2,52,0
367,5,3,290,2014/2/21,2014,2,52,0
367,5,4,468,2014/2/21,2014,2,52,0
367,5,5,419,2014/2/21,2014,2,52,0
368,6,1,63,2014/2/22,2014,2,53,0
368,6,2,108,2014/2/22,2014,2,53,0
368,6,3,0,2014/2/22,2014,2,53,0
368,6,4,29,2014/2/22,2014,2,53,0
368,6,5,50,2014/2/22,2014,2,53,0
369,7,1,0,2014/2/23,2014,2,54,0
369,7,2,13,2014/2/23,2014,2,54,0
369,7,3,0,2014/2/23,2014,2,54,0
369,7,4,0,2014/2/23,2014,2,54,0
369,7,5,0,2014/2/23,2014,2,54,0
370,1,1,558,2014/2/24,2014,2,55,0
370,1,2,393,2014/2/24,2014,2,55,0
370,1,3,311,2014/2/24,2014,2,55,0
370,1,4,586,2014/2/24,2014,2,55,0
370,1,5,539,2014/2/24,2014,2,55,0
371,2,1,972,2014/2/25,2014,2,56,0
371,2,2,676,2014/2/25,2014,2,56,0
371,2,3,441,2014/2/25,2014,2,56,0
371,2,4,586,2014/2/25,2014,2,56,0
371,2,5,549,2014/2/25,2014,2,56,0
372,3,1,670,2014/2/26,2014,2,57,0
372,3,2,459,2014/2/26,2014,2,57,0
372,3,3,411,2014/2/26,2014,2,57,0
372,3,4,465,2014/2/26,2014,2,57,0
372,3,5,466,2014/2/26,2014,2,57,0
373,4,1,480,2014/2/27,2014,2,58,0
373,4,2,248,2014/2/27,2014,2,58,0
373,4,3,266,2014/2/27,2014,2,58,0
373,4,4,279,2014/2/27,2014,2,58,0
373,4,5,293,2014/2/27,2014,2,58,0
374,5,1,389,2014/2/28,2014,2,59,0
374,5,2,319,2014/2/28,2014,2,59,0
374,5,3,166,2014/2/28,2014,2,59,0
374,5,4,234,2014/2/28,2014,2,59,0
374,5,5,200,2014/2/28,2014,2,59,0
375,6,1,21,2014/3/1,2014,3,60,0
375,6,2,123,2014/3/1,2014,3,60,0
375,6,3,52,2014/3/1,2014,3,60,0
375,6,4,59,2014/3/1,2014,3,60,0
375,6,5,50,2014/3/1,2014,3,60,0
376,7,1,0,2014/3/2,2014,3,61,0
376,7,2,27,2014/3/2,2014,3,61,0
376,7,3,0,2014/3/2,2014,3,61,0
376,7,4,0,2014/3/2,2014,3,61,0
376,7,5,0,2014/3/2,2014,3,61,0
377,1,1,558,2014/3/3,2014,3,62,0
377,1,2,258,2014/3/3,2014,3,62,0
377,1,3,290,2014/3/3,2014,3,62,0
377,1,4,820,2014/3/3,2014,3,62,0
377,1,5,280,2014/3/3,2014,3,62,0
378,2,1,803,2014/3/4,2014,3,63,0
378,2,2,169,2014/3/4,2014,3,63,0
378,2,3,181,2014/3/4,2014,3,63,0
378,2,4,615,2014/3/4,2014,3,63,0
378,2,5,250,2014/3/4,2014,3,63,0
379,3,1,513,2014/3/5,2014,3,64,0
379,3,2,272,2014/3/5,2014,3,64,0
379,3,3,169,2014/3/5,2014,3,64,0
379,3,4,465,2014/3/5,2014,3,64,0
379,3,5,303,2014/3/5,2014,3,64,0
380,4,1,387,2014/3/6,2014,3,65,0
380,4,2,304,2014/3/6,2014,3,65,0
380,4,3,152,2014/3/6,2014,3,65,0
380,4,4,301,2014/3/6,2014,3,65,0
380,4,5,293,2014/3/6,2014,3,65,0
